Unique Postal Districts,Customer Numbers,Number of PVs,Number of Heat Pumps,Number of Energy Storage,Number of EV Chargers,Total Number of LCTs,% Of Connections with LCT,% of Connections with PV,PV Band,% of Connections with Heatpumps,Heatpump Band,% of Connections with Energy Storage,Energy Storage Band,% of Connections with EV Chargers,EV Band
BD10 9,3557,61,53,0,487,601,16.9,1.71,0%-25%,1.49,25%-50%,0,0%-25%,13.69,75%-100%
HD1 2,1214,9,0,0,11,20,1.65,0.74,0%-25%,0,0%-25%,0,0%-25%,0.91,0%-25%
BD3 0,3964,45,29,0,29,103,2.6,1.14,0%-25%,0.73,0%-25%,0,0%-25%,0.73,0%-25%
DN11 9,3390,266,45,1,55,367,10.83,7.85,25%-50%,1.33,25%-50%,0.03,0%-25%,1.62,0%-25%
HU9 3,5221,109,9,0,36,154,2.95,2.09,0%-25%,0.17,0%-25%,0,0%-25%,0.69,0%-25%
LS27 0,3520,96,37,0,188,321,9.12,2.73,0%-25%,1.05,0%-25%,0,0%-25%,5.34,50%-75%
HU5 2,4191,46,5,0,20,71,1.69,1.1,0%-25%,0.12,0%-25%,0,0%-25%,0.48,0%-25%
BD18 3,2277,38,11,0,25,74,3.25,1.67,0%-25%,0.48,0%-25%,0,0%-25%,1.1,0%-25%
BD13 2,3471,106,19,0,66,191,5.5,3.05,0%-25%,0.55,0%-25%,0,0%-25%,1.9,0%-25%
S61 1,3862,67,19,0,32,118,3.06,1.73,0%-25%,0.49,0%-25%,0,0%-25%,0.83,0%-25%
BD10 8,4807,120,65,0,662,847,17.62,2.5,0%-25%,1.35,25%-50%,0,0%-25%,13.77,75%-100%
WF9 3,4043,222,59,1,37,319,7.89,5.49,25%-50%,1.46,25%-50%,0.02,0%-25%,0.92,0%-25%
BD7 3,2658,36,15,0,30,81,3.05,1.35,0%-25%,0.56,0%-25%,0,0%-25%,1.13,0%-25%
HX6 3,1668,37,15,0,20,72,4.32,2.22,0%-25%,0.9,0%-25%,0,0%-25%,1.2,0%-25%
LS17 7,4875,107,72,0,239,418,8.57,2.19,0%-25%,1.48,25%-50%,0,0%-25%,4.9,25%-50%
LS17 6,4335,74,61,0,205,340,7.84,1.71,0%-25%,1.41,25%-50%,0,0%-25%,4.73,25%-50%
OL14 6,1765,41,0,0,19,60,3.4,2.32,0%-25%,0,0%-25%,0,0%-25%,1.08,0%-25%
S60 2,4377,80,19,0,65,164,3.75,1.83,0%-25%,0.43,0%-25%,0,0%-25%,1.49,0%-25%
BD18 1,3263,54,30,0,43,127,3.89,1.65,0%-25%,0.92,0%-25%,0,0%-25%,1.32,0%-25%
DN4 6,5430,328,22,2,87,439,8.08,6.04,25%-50%,0.41,0%-25%,0.04,0%-25%,1.6,0%-25%
HD5 8,6628,155,64,0,76,295,4.45,2.34,0%-25%,0.97,0%-25%,0,0%-25%,1.15,0%-25%
DN8 5,4062,379,2,3,500,884,21.76,9.33,50%-75%,0.05,0%-25%,0.07,25%-50%,12.31,75%-100%
DN4 9,4266,287,59,1,71,418,9.8,6.73,25%-50%,1.38,25%-50%,0.02,0%-25%,1.66,0%-25%
DN7 6,3174,270,2,2,32,306,9.64,8.51,25%-50%,0.06,0%-25%,0.06,25%-50%,1.01,0%-25%
DN6 8,4022,326,116,2,38,482,11.98,8.11,25%-50%,2.88,50%-75%,0.05,0%-25%,0.94,0%-25%
DN5 7,4190,284,120,0,53,457,10.91,6.78,25%-50%,2.86,50%-75%,0,0%-25%,1.26,0%-25%
S66 8,4553,382,106,3,66,557,12.23,8.39,25%-50%,2.33,25%-50%,0.07,25%-50%,1.45,0%-25%
HU7 0,1316,22,1,0,13,36,2.74,1.67,0%-25%,0.08,0%-25%,0,0%-25%,0.99,0%-25%
DN31 2,3337,68,43,0,76,187,5.6,2.04,0%-25%,1.29,0%-25%,0,0%-25%,2.28,0%-25%
HU4 7,6303,122,7,0,50,179,2.84,1.94,0%-25%,0.11,0%-25%,0,0%-25%,0.79,0%-25%
YO16 6,3466,187,8,1,25,221,6.38,5.4,25%-50%,0.23,0%-25%,0.03,0%-25%,0.72,0%-25%
HU17 0,4350,135,27,1,89,252,5.79,3.1,0%-25%,0.62,0%-25%,0.02,0%-25%,2.05,0%-25%
S26 6,1833,115,16,1,28,160,8.73,6.27,25%-50%,0.87,0%-25%,0.05,0%-25%,1.53,0%-25%
WF5 9,3791,76,52,0,62,190,5.01,2,0%-25%,1.37,25%-50%,0,0%-25%,1.64,0%-25%
HX2 6,2353,67,11,0,21,99,4.21,2.85,0%-25%,0.47,0%-25%,0,0%-25%,0.89,0%-25%
DN20 0,3109,286,17,1,60,364,11.71,9.2,50%-75%,0.55,0%-25%,0.03,0%-25%,1.93,0%-25%
HU12 9,4176,244,33,1,50,328,7.85,5.84,25%-50%,0.79,0%-25%,0.02,0%-25%,1.2,0%-25%
LS9 7,5144,41,59,0,287,387,7.52,0.8,0%-25%,1.15,0%-25%,0,0%-25%,5.58,50%-75%
DN1 2,3530,38,25,0,45,108,3.06,1.08,0%-25%,0.71,0%-25%,0,0%-25%,1.27,0%-25%
LN8 2,880,52,1,0,15,68,7.73,5.91,25%-50%,0.11,0%-25%,0,0%-25%,1.7,0%-25%
LS2 9,1359,13,14,0,315,342,25.17,0.96,0%-25%,1.03,0%-25%,0,0%-25%,23.18,75%-100%
YO16 4,4617,163,9,1,32,205,4.44,3.53,0%-25%,0.19,0%-25%,0.02,0%-25%,0.69,0%-25%
LS12 2,3873,51,6,0,670,727,18.77,1.32,0%-25%,0.15,0%-25%,0,0%-25%,17.3,75%-100%
HD4 7,3799,121,77,0,44,242,6.37,3.19,0%-25%,2.03,25%-50%,0,0%-25%,1.16,0%-25%
LS12 1,2815,55,1,0,493,549,19.5,1.95,0%-25%,0.04,0%-25%,0,0%-25%,17.51,75%-100%
S74 8,2112,82,6,0,23,111,5.26,3.88,0%-25%,0.28,0%-25%,0,0%-25%,1.09,0%-25%
HD6 4,2591,54,26,0,45,125,4.82,2.08,0%-25%,1,0%-25%,0,0%-25%,1.74,0%-25%
BD5 9,3336,58,60,0,28,146,4.38,1.74,0%-25%,1.8,25%-50%,0,0%-25%,0.84,0%-25%
S71 5,3413,264,55,2,44,365,10.69,7.74,25%-50%,1.61,25%-50%,0.06,25%-50%,1.29,0%-25%
S35 2,2463,124,4,0,254,382,15.51,5.03,25%-50%,0.16,0%-25%,0,0%-25%,10.31,75%-100%
WF2 7,4595,202,84,0,107,393,8.55,4.4,25%-50%,1.83,25%-50%,0,0%-25%,2.33,0%-25%
WF9 2,5334,253,10,1,48,312,5.85,4.74,25%-50%,0.19,0%-25%,0.02,0%-25%,0.9,0%-25%
LS25 7,4613,188,44,0,216,448,9.71,4.08,0%-25%,0.95,0%-25%,0,0%-25%,4.68,25%-50%
LS25 6,3411,225,128,2,144,499,14.63,6.6,25%-50%,3.75,50%-75%,0.06,25%-50%,4.22,25%-50%
HX2 8,3794,101,51,0,47,199,5.25,2.66,0%-25%,1.34,25%-50%,0,0%-25%,1.24,0%-25%
DN14 7,3917,233,91,0,50,374,9.55,5.95,25%-50%,2.32,25%-50%,0,0%-25%,1.28,0%-25%
BD19 5,1696,39,13,0,30,82,4.83,2.3,0%-25%,0.77,0%-25%,0,0%-25%,1.77,0%-25%
BD2 4,2560,52,13,0,28,93,3.63,2.03,0%-25%,0.51,0%-25%,0,0%-25%,1.09,0%-25%
S8 8,6565,127,147,0,97,371,5.65,1.93,0%-25%,2.24,25%-50%,0,0%-25%,1.48,0%-25%
DN37 0,3761,200,80,1,65,346,9.2,5.32,25%-50%,2.13,25%-50%,0.03,0%-25%,1.73,0%-25%
DN35 9,2675,69,59,0,17,145,5.42,2.58,0%-25%,2.21,25%-50%,0,0%-25%,0.64,0%-25%
DN16 3,6001,532,7,5,63,607,10.11,8.87,50%-75%,0.12,0%-25%,0.08,25%-50%,1.05,0%-25%
S10 3,3804,127,112,0,97,336,8.83,3.34,0%-25%,2.94,50%-75%,0,0%-25%,2.55,25%-50%
WF4 1,4071,171,15,0,79,265,6.51,4.2,0%-25%,0.37,0%-25%,0,0%-25%,1.94,0%-25%
S33 0,778,32,16,0,28,76,9.77,4.11,0%-25%,2.06,25%-50%,0,0%-25%,3.6,25%-50%
HU15 2,5288,346,32,2,128,508,9.61,6.54,25%-50%,0.61,0%-25%,0.04,0%-25%,2.42,0%-25%
WF9 4,4481,225,6,1,40,272,6.07,5.02,25%-50%,0.13,0%-25%,0.02,0%-25%,0.89,0%-25%
S18 8,2879,138,92,0,64,294,10.21,4.79,25%-50%,3.2,50%-75%,0,0%-25%,2.22,0%-25%
HD6 3,5595,201,114,0,100,415,7.42,3.59,0%-25%,2.04,25%-50%,0,0%-25%,1.79,0%-25%
LS8 5,3871,15,44,0,167,226,5.84,0.39,0%-25%,1.14,0%-25%,0,0%-25%,4.31,25%-50%
S70 3,4214,183,15,1,32,231,5.48,4.34,0%-25%,0.36,0%-25%,0.02,0%-25%,0.76,0%-25%
DN6 0,3198,213,74,1,29,317,9.91,6.66,25%-50%,2.31,25%-50%,0.03,0%-25%,0.91,0%-25%
LS21 2,3394,143,11,0,237,391,11.52,4.21,0%-25%,0.32,0%-25%,0,0%-25%,6.98,50%-75%
S60 1,1697,7,6,0,14,27,1.59,0.41,0%-25%,0.35,0%-25%,0,0%-25%,0.82,0%-25%
LN1 2,1948,133,3,0,62,198,10.16,6.83,25%-50%,0.15,0%-25%,0,0%-25%,3.18,25%-50%
LS25 3,755,22,5,0,31,58,7.68,2.91,0%-25%,0.66,0%-25%,0,0%-25%,4.11,25%-50%
S2 5,3597,31,54,0,29,114,3.17,0.86,0%-25%,1.5,25%-50%,0,0%-25%,0.81,0%-25%
S71 1,5648,152,60,0,75,287,5.08,2.69,0%-25%,1.06,0%-25%,0,0%-25%,1.33,0%-25%
HX3 5,3809,119,20,0,62,201,5.28,3.12,0%-25%,0.53,0%-25%,0,0%-25%,1.63,0%-25%
DN21 4,2494,188,56,0,31,275,11.03,7.54,25%-50%,2.25,25%-50%,0,0%-25%,1.24,0%-25%
YO26 7,1024,8,0,0,57,65,6.35,0.78,0%-25%,0,0%-25%,0,0%-25%,5.57,50%-75%
S73 9,3176,190,11,1,38,240,7.56,5.98,25%-50%,0.35,0%-25%,0.03,0%-25%,1.2,0%-25%
YO25 8,3379,272,9,1,55,337,9.97,8.05,25%-50%,0.27,0%-25%,0.03,0%-25%,1.63,0%-25%
DN10 6,2329,98,23,0,56,177,7.6,4.21,0%-25%,0.99,0%-25%,0,0%-25%,2.4,0%-25%
YO43 3,3495,212,0,0,86,298,8.53,6.07,25%-50%,0,0%-25%,0,0%-25%,2.46,0%-25%
BD18 4,3724,91,19,0,48,158,4.24,2.44,0%-25%,0.51,0%-25%,0,0%-25%,1.29,0%-25%
LS9 9,2842,38,7,0,165,210,7.39,1.34,0%-25%,0.25,0%-25%,0,0%-25%,5.81,50%-75%
DN4 5,3116,78,30,0,46,154,4.94,2.5,0%-25%,0.96,0%-25%,0,0%-25%,1.48,0%-25%
LS13 3,4316,62,7,0,121,190,4.4,1.44,0%-25%,0.16,0%-25%,0,0%-25%,2.8,25%-50%
LS7 4,4953,102,11,0,272,385,7.77,2.06,0%-25%,0.22,0%-25%,0,0%-25%,5.49,50%-75%
WF16 9,3375,116,125,0,36,277,8.21,3.44,0%-25%,3.7,50%-75%,0,0%-25%,1.07,0%-25%
LS11 6,3214,71,40,0,195,306,9.52,2.21,0%-25%,1.24,0%-25%,0,0%-25%,6.07,50%-75%
BD21 5,2158,42,26,0,21,89,4.12,1.95,0%-25%,1.2,0%-25%,0,0%-25%,0.97,0%-25%
LS28 5,6021,116,31,0,311,458,7.61,1.93,0%-25%,0.51,0%-25%,0,0%-25%,5.17,50%-75%
HU9 5,3854,119,44,0,26,189,4.9,3.09,0%-25%,1.14,0%-25%,0,0%-25%,0.67,0%-25%
HX6 4,2524,99,20,0,35,154,6.1,3.92,0%-25%,0.79,0%-25%,0,0%-25%,1.39,0%-25%
HU2 8,1611,13,0,0,23,36,2.23,0.81,0%-25%,0,0%-25%,0,0%-25%,1.43,0%-25%
DN4 8,3567,134,14,1,55,204,5.72,3.76,0%-25%,0.39,0%-25%,0.03,0%-25%,1.54,0%-25%
BD22 8,2075,36,2,0,25,63,3.04,1.73,0%-25%,0.1,0%-25%,0,0%-25%,1.2,0%-25%
S9 3,2168,62,38,0,49,149,6.87,2.86,0%-25%,1.75,25%-50%,0,0%-25%,2.26,0%-25%
S70 5,4472,193,123,0,35,351,7.85,4.32,0%-25%,2.75,50%-75%,0,0%-25%,0.78,0%-25%
BD19 4,4732,154,42,0,93,289,6.11,3.25,0%-25%,0.89,0%-25%,0,0%-25%,1.97,0%-25%
WF15 7,3526,116,26,0,52,194,5.5,3.29,0%-25%,0.74,0%-25%,0,0%-25%,1.47,0%-25%
HD4 5,5341,139,151,0,62,352,6.59,2.6,0%-25%,2.83,50%-75%,0,0%-25%,1.16,0%-25%
BD13 4,1665,76,0,0,33,109,6.55,4.56,25%-50%,0,0%-25%,0,0%-25%,1.98,0%-25%
S75 6,3071,171,8,1,67,247,8.04,5.57,25%-50%,0.26,0%-25%,0.03,0%-25%,2.18,0%-25%
DN35 7,4618,59,7,0,34,100,2.17,1.28,0%-25%,0.15,0%-25%,0,0%-25%,0.74,0%-25%
BD1 4,1410,10,28,0,83,121,8.58,0.71,0%-25%,1.99,25%-50%,0,0%-25%,5.89,50%-75%
YO4 2,286,6,4,0,0,10,3.5,2.1,0%-25%,1.4,25%-50%,0,0%-25%,0,0%-25%
S70 2,2217,14,3,0,13,30,1.35,0.63,0%-25%,0.14,0%-25%,0,0%-25%,0.59,0%-25%
DN19 7,2967,369,28,2,90,489,16.48,12.44,50%-75%,0.94,0%-25%,0.07,25%-50%,3.03,25%-50%
DN18 6,1289,199,0,1,21,221,17.15,15.44,75%-100%,0,0%-25%,0.08,25%-50%,1.63,0%-25%
S12 2,6498,147,27,0,52,226,3.48,2.26,0%-25%,0.42,0%-25%,0,0%-25%,0.8,0%-25%
DN18 5,4751,336,4,3,85,428,9.01,7.07,25%-50%,0.08,0%-25%,0.06,25%-50%,1.79,0%-25%
WF16 0,1671,99,48,1,16,164,9.81,5.92,25%-50%,2.87,50%-75%,0.06,25%-50%,0.96,0%-25%
HU16 4,3676,91,2,0,62,155,4.22,2.48,0%-25%,0.05,0%-25%,0,0%-25%,1.69,0%-25%
WF8 1,3121,75,2,0,45,122,3.91,2.4,0%-25%,0.06,0%-25%,0,0%-25%,1.44,0%-25%
HU3 2,3752,20,2,0,31,53,1.41,0.53,0%-25%,0.05,0%-25%,0,0%-25%,0.83,0%-25%
S2 1,4987,89,30,0,37,156,3.13,1.78,0%-25%,0.6,0%-25%,0,0%-25%,0.74,0%-25%
S13 9,4544,144,56,0,36,236,5.19,3.17,0%-25%,1.23,0%-25%,0,0%-25%,0.79,0%-25%
HD1 5,2040,21,0,0,42,63,3.09,1.03,0%-25%,0,0%-25%,0,0%-25%,2.06,0%-25%
HX6 1,1989,52,18,0,29,99,4.98,2.61,0%-25%,0.9,0%-25%,0,0%-25%,1.46,0%-25%
LS2 8,963,2,6,0,126,134,13.91,0.21,0%-25%,0.62,0%-25%,0,0%-25%,13.08,75%-100%
YO25 6,2837,120,48,0,56,224,7.9,4.23,0%-25%,1.69,25%-50%,0,0%-25%,1.97,0%-25%
HU8 9,6461,250,9,0,44,303,4.69,3.87,0%-25%,0.14,0%-25%,0,0%-25%,0.68,0%-25%
S71 2,4633,403,80,3,64,550,11.87,8.7,50%-75%,1.73,25%-50%,0.06,25%-50%,1.38,0%-25%
DN3 3,5360,480,35,3,67,585,10.91,8.96,50%-75%,0.65,0%-25%,0.06,25%-50%,1.25,0%-25%
S62 5,3206,215,29,2,39,285,8.89,6.71,25%-50%,0.9,0%-25%,0.06,25%-50%,1.22,0%-25%
LS6 4,4405,77,9,0,207,293,6.65,1.75,0%-25%,0.2,0%-25%,0,0%-25%,4.7,25%-50%
S18 2,3156,59,63,0,64,186,5.89,1.87,0%-25%,2,25%-50%,0,0%-25%,2.03,0%-25%
HD9 6,3025,131,1,0,82,214,7.07,4.33,0%-25%,0.03,0%-25%,0,0%-25%,2.71,25%-50%
WF4 6,2505,53,79,0,48,180,7.19,2.12,0%-25%,3.15,50%-75%,0,0%-25%,1.92,0%-25%
DN9 2,2297,232,3,1,49,285,12.41,10.1,50%-75%,0.13,0%-25%,0.04,0%-25%,2.13,0%-25%
S72 0,1633,121,4,1,16,142,8.7,7.41,25%-50%,0.24,0%-25%,0.06,25%-50%,0.98,0%-25%
DN17 2,4869,623,6,5,60,694,14.25,12.8,50%-75%,0.12,0%-25%,0.1,25%-50%,1.23,0%-25%
WF17 9,3486,120,41,0,37,198,5.68,3.44,0%-25%,1.18,0%-25%,0,0%-25%,1.06,0%-25%
HX4 9,1972,61,28,0,33,122,6.19,3.09,0%-25%,1.42,25%-50%,0,0%-25%,1.67,0%-25%
S4 8,3091,28,28,0,153,209,6.76,0.91,0%-25%,0.91,0%-25%,0,0%-25%,4.95,25%-50%
LS16 5,3983,80,1,0,191,272,6.83,2.01,0%-25%,0.03,0%-25%,0,0%-25%,4.8,25%-50%
YO4 5,50,7,0,0,0,7,14,14,75%-100%,0,0%-25%,0,0%-25%,0,0%-25%
YO5 7,13,0,0,0,0,0,0,0,0%-25%,0,0%-25%,0,0%-25%,0,0%-25%
WF12 9,3111,78,60,0,42,180,5.79,2.51,0%-25%,1.93,25%-50%,0,0%-25%,1.35,0%-25%
HU3 3,1978,32,6,0,17,55,2.78,1.62,0%-25%,0.3,0%-25%,0,0%-25%,0.86,0%-25%
WF3 2,2577,75,80,0,80,235,9.12,2.91,0%-25%,3.1,50%-75%,0,0%-25%,3.1,25%-50%
BD22 6,3546,77,73,0,47,197,5.56,2.17,0%-25%,2.06,25%-50%,0,0%-25%,1.33,0%-25%
HU15 1,5880,248,25,1,154,428,7.28,4.22,0%-25%,0.43,0%-25%,0.02,0%-25%,2.62,25%-50%
HU14 3,3914,194,49,0,161,404,10.32,4.96,25%-50%,1.25,0%-25%,0,0%-25%,4.11,25%-50%
LN12 1,396,46,0,0,0,46,11.62,11.62,50%-75%,0,0%-25%,0,0%-25%,0,0%-25%
S72 7,2287,82,6,0,23,111,4.85,3.59,0%-25%,0.26,0%-25%,0,0%-25%,1.01,0%-25%
WF5 0,4007,182,91,1,65,339,8.46,4.54,25%-50%,2.27,25%-50%,0.02,0%-25%,1.62,0%-25%
S70 6,4032,77,9,0,30,116,2.88,1.91,0%-25%,0.22,0%-25%,0,0%-25%,0.74,0%-25%
WF2 8,6641,134,69,0,165,368,5.54,2.02,0%-25%,1.04,0%-25%,0,0%-25%,2.48,0%-25%
DN41 8,1686,110,0,0,47,157,9.31,6.52,25%-50%,0,0%-25%,0,0%-25%,2.79,25%-50%
S63 5,263,0,3,0,2,5,1.9,0,0%-25%,1.14,0%-25%,0,0%-25%,0.76,0%-25%
S25 1,594,42,13,0,11,66,11.11,7.07,25%-50%,2.19,25%-50%,0,0%-25%,1.85,0%-25%
LS15 7,3567,77,6,0,154,237,6.64,2.16,0%-25%,0.17,0%-25%,0,0%-25%,4.32,25%-50%
S33 9,34,3,0,0,1,4,11.76,8.82,50%-75%,0,0%-25%,0,0%-25%,2.94,25%-50%
HD7 3,33,8,0,0,0,8,24.24,24.24,75%-100%,0,0%-25%,0,0%-25%,0,0%-25%
HU7 3,3718,182,1,1,50,234,6.29,4.9,25%-50%,0.03,0%-25%,0.03,0%-25%,1.34,0%-25%
S7 1,4375,60,131,0,95,286,6.54,1.37,0%-25%,2.99,50%-75%,0,0%-25%,2.17,0%-25%
DN1 3,2113,10,17,0,22,49,2.32,0.47,0%-25%,0.8,0%-25%,0,0%-25%,1.04,0%-25%
HU17 5,1119,94,8,0,23,125,11.17,8.4,25%-50%,0.71,0%-25%,0,0%-25%,2.06,0%-25%
BD8 8,3021,21,19,0,21,61,2.02,0.7,0%-25%,0.63,0%-25%,0,0%-25%,0.7,0%-25%
S26 5,1588,116,53,1,24,194,12.22,7.3,25%-50%,3.34,50%-75%,0.06,25%-50%,1.51,0%-25%
BD8 7,2040,18,12,0,14,44,2.16,0.88,0%-25%,0.59,0%-25%,0,0%-25%,0.69,0%-25%
LN8 5,35,3,0,0,0,3,8.57,8.57,25%-50%,0,0%-25%,0,0%-25%,0,0%-25%
S18 7,89,8,1,0,1,10,11.24,8.99,50%-75%,1.12,0%-25%,0,0%-25%,1.12,0%-25%
HU5 3,4455,74,8,0,23,105,2.36,1.66,0%-25%,0.18,0%-25%,0,0%-25%,0.52,0%-25%
YO4 3,179,3,1,0,0,4,2.23,1.68,0%-25%,0.56,0%-25%,0,0%-25%,0,0%-25%
YO5 8,86,0,1,0,0,1,1.16,0,0%-25%,1.16,0%-25%,0,0%-25%,0,0%-25%
HU19 2,3910,148,25,0,20,193,4.94,3.79,0%-25%,0.64,0%-25%,0,0%-25%,0.51,0%-25%
LS2 3,91,0,1,0,13,14,15.38,0,0%-25%,1.1,0%-25%,0,0%-25%,14.29,75%-100%
DN10 4,9,2,0,0,0,2,22.22,22.22,75%-100%,0,0%-25%,0,0%-25%,0,0%-25%
S35 3,1584,71,2,0,169,242,15.28,4.48,25%-50%,0.13,0%-25%,0,0%-25%,10.67,75%-100%
HU2 9,898,14,1,0,19,34,3.79,1.56,0%-25%,0.11,0%-25%,0,0%-25%,2.12,0%-25%
S30 7,14,2,0,0,0,2,14.29,14.29,75%-100%,0,0%-25%,0,0%-25%,0,0%-25%
LS1 7,103,0,0,0,27,27,26.21,0,0%-25%,0,0%-25%,0,0%-25%,26.21,75%-100%
N/A,20,,0,0,0,,,,#N/A,0,0%-25%,0,0%-25%,0,0%-25%
